Taiga ID   ,Taiga Feature,Taiga Severity,Taiga subject
729,link aggregation,Medium,"Ops-intfd : show interface command is giving a ""% Command incomplete"""
730,link aggregation,Medium,LAG names when configuring through CLI should support to lagXX and not only lag XX
731,link aggregation,Medium,Unexpected behavior when LAG is to be removed from the device
743,rest,Medium,REST: Adjust the limit of limit filter
747,link aggregation,High,LACP negotiation is not being completed and LAGs use fallback behavior when it is not configured
748,Loopback,Medium,Loopback interfaces script (test_layer3_ft_loopback.py) fails intermittently on OPS branch due to script issue .
750,OVSDB P&S,Medium,OVSDB partial update of map columns doesn't support newly-inserted UUID values
754,ECMP,High,The resilient hashing feature of ECMP is not maintaining traffic flows over changes in the next-hops list.
755,ECMP,High,Load balancing though ECMP with BGP is losing packets.
756,Traceroute,Medium,test_ft_traceroute.py was removed from Tier2 due to platform issue
757,L2 Physical Interfaces,Medium,Interface Statistics do not increase on VSI even after sending traffic
761,basic l3,Medium,re-assigning native VLAN to interface does not take effect.  Ingress traffic is assigned to original incorrect VLAN.
764,link aggregation,High,ops-lacpd Feature Test are all failing due to ping failures
765,link aggregation,High,LAG FT located in OPS need to be converted to Modular Framework to decrease the time to run
766,link aggregation,Critical,Secondary IP not available on L3 LAGs
768,web ui,Medium,test test_webui_ft_l2_lag_config is failing intermitten between repos
770,rest,Medium,"REST: Swagger UI does not display ""Package_Info"" Table"
773,ntp-client,Medium,NTP: CLI doesn't let you to update an NTP server profile when the max. number of NTP servers are configured
776,BGP,High,Routes are not being re-advertised
777,BGP,High,OVSDB Failed when 10000 are being advertised
778,BGP,High,“show ip bgp” is not displaying “weight” correctly
779,BGP,Medium,"""sh ip BGP summary"" inconsistently shows status. One end shows “established” the other member shows “Active.”"
787,lldp,Medium,test_lldp_ft_neighbor_info test case is failing intermittent
788,bootup,Medium,Grub menu should show the version number installed on that partition
789,Infrastructure,Medium,gnu-glibc 2.13 has many buffer overflow security vulnerabilities
790,Infrastructure,Medium,python 2.7.2 Buffer overflow in the socket.recvfrom_into
791,Infrastructure,Medium,libpng 1.6.17 Buffer overflow in the png_set_PLTE function
792,Sub-interfaces,Critical,Routes are not getting configured for subinterfaces
796,rest,Medium,[REST] Login handler does not check for missing arguments
798,VLANs,High,Tier2 : Script test_ft_vlan_state_reason_transition.py failing because of script issue
799,link aggregation,Medium,IP address assigned to the wrong LAG when lag1 and lag10 exists.
801,Static Routes,Medium,sh rib output are not in sorted order and takes long time for a user to figure out the route existence
805,link aggregation,High,show interface doesnt show L3 lag IPs
806,sflow,High,container continually logging sflow error
807,link aggregation,High,L2 LAG with VLAN trunk is not working
808,link aggregation,Medium,LAG is not redirecting traffic if you remove the interface that is passing traffic
811,BGP,Critical,BGP routes not in sync with kernel.
812,ntp-client,Medium,"NTP: ""show ntp status"" shows stale uptime with erroneous ntp running status."
813,Logging,Medium,Incorrect help string for no command in config mode and config-if mode
815,Mgmt Interface,Medium,show running config displays interfaces in vlans twice
818,platform,High,switchd plugin infra not finding plugins.yaml
819,link aggregation,High,test_lacpd_ct_aggregation_key fails intermitten
820,link aggregation,Medium,LAG: show ip interface lag shows no information
821,link aggregation,Medium,"""no shutdown"" on interface context does not enable interface when member of LAG."
822,link aggregation,Medium,"""sh lacp Interface"" reports LACP is ""InSync"" when Partner is no present."
823,fand,High,"ops-fand continually logging ""Direction is 0000000"""
825,BGP,High,test_bgp_ft_routemap_atomic_aggregate fails intermittently
826,rest,High,Physcial interface can be deleted via REST
828,dhcp server,Medium,DHCP-Server: Show dhcp-server leases command is taking up to 30 minutes to display 1000 leases.
830,CLI infra,High,Unable to set vtysh prompt without secondary effects
832,0,Medium,Issue in Quagga Makefile.am
833,VLANs,Critical,Traffic on L2 interface are dropped on AS5712 and AS6712.
834,rest,Medium,[REST] Account resource should parse the Password Server's configuration file
835,dhcp server,High,DHCP Server: show dhcp-server leases command is not showing IPV6 leases.
836,port daemon,Medium,tests/test_portd_ct_proxy_arp.py and tests/test_portd_ft_proxy_arp.py failing in CIT.
837,BGP,Medium,"""sh ip bgp summary"" shows garbage when neighbor is configured with wrong ip address."
838,rest,Medium,[REST] REST API doesn't support dynamic categories for the columns
840,switchd,High,switchd fails to initialize randomly
842,VRF,Medium,Verification of compiler warning in VRF module CLI files
844,0,Medium,OPS-Supportability: Additional argument validations for Diagnostic Dump APIs
845,0,Medium,dhcp_leases schema upgrade doesn't reflect on the database
849,vlan,Medium,VLAN interface sorting issue on show running
851,BGP,High,HPEOPS: BGP Routes are taking too much time to being advertised
853,BGP,Medium,Verification of compiler warning in bgp module CLI files.
854,0,Medium,show system is not showing correct information for power supply
855,link aggregation,Medium,no ip address A.B.C.D/M in a LAG interface is not showing a error message when the ip is no present
857,L2 Physical Interfaces,Medium,"""show system"" on AS-6712 shows incorrect ""Number of MACs"""
858,rest,High,"Restd isn't returning proper data for CLI command ""show vlog config"" causing core dump"
866,rest,High,test_rest_ft_interfaces fails repetitively on AS6712
867,rest,Medium,Retrieving GET /rest/v1/system/full-configuration through REST results in 500 error
868,BGP,High,BGP Summary is reproting negative values for MsgRcvd and MsgSent.  State is (null)
870,Sub-interfaces,Medium,"(no) interface physical_interface.subinterface, does not indicate about the valid range of subinterface"
871,Loopback,High,Loopback (L3) :: Validation of Ipv4 address is errorneous
872,vlan,Medium,"Interface vlan should not accept special IP addresses (loopback ,subnet broadcast and all broadcast addresses)"
873,Loopback,Medium,Duplication of IpV6 on different loopback interfaces
874,ECMP,High,ECMP Feature Tests and Test plan
876,acl,High,IPv4 ACLs Ingress on Ports
877,port daemon,Medium,"""interface X"" displays multiple times for different configuration sub-items in ""show running-config"" output"
878,vlan,Medium,Misleading default VLAN running status
882,MSTP,Medium,MSTP - Traffic forwarding issues seen when using multiple instances
883,MSTP,Medium,MSTP - Does not work on LAG
884,MSTP,Medium,MSTP Unit Testing Defects found.
885,MSTP,High,MSTP Packet counters are not getting updated and daemon crash on adding a lport after spanning-tree is enabled.
887,Loopback,Medium,Loopback(L3) :: sh interface loopback brief is reflecting unnecessary inputs
888,Loopback,Medium,Verification of compiler warning in loopback&subinterface  module CLI files.
889,rest,Critical,REST API: Need /logout to invalidate the authentication token aka cookie
890,rest,High,REST API: Default expiration for authentication token is one month - too long
892,ntp-client,High,NTP: Time is not persistent across reboots
893,physical interfaces,Medium,No interface stat info while check interface status for split parent interface
895,basic l3,High,test_portd_ct_functionality fails repetitively on AS6712
896,BGP,High,BGP is not advertising multiple routes through multiple paths
897,BGP,High,BGP is not advertising a route through multiple sub-interfaces
898,BGP,Medium,"bgp Feature shown in ""diag-dump list"" are yet to support the backend."
898,BGP,Medium,"bgp Feature shown in ""diag-dump list"" are yet to support the backend."
899,BGP,Critical,89 (and counting) core.ops-bgpd corefiles produced in a matter of minutes.
900,Routing,Critical,ECMP forces packets through slow path when adding new nexthop
901,Linux,Medium,TFTP client is not able to copy large file ( > 32MB  ) to external tftp server
903,Loopback,High,L3(Loopback) :: Stress :: Only 250 loopback interfaces reachable via external host instead of 1024 loopback interfaces
906,Sub-interfaces,Medium,CLI Guide of Sub-interface needs update. Refer the details below for gap w.r.t CLI implementation.
908,0,Medium,DELETE on default rows should not be allowed
909,password server,Medium,ops-passwd-srv: address issues found during static analysis
912,sflow,High,Added sflow modularization code to rel/dill
913,password server,Medium,Merge the password server component test and doc into dill branch
916,vlan,Medium,Internal VLAN allocation issue
917,VLANs,Critical,Internal vlan  range configuration is not captured in the running-configuration. Post copying running-config to startup config and rebooting switch leads to multiple core.
918,0,High,Appctl is not working for ops-snmpd
919,0,High,ops-snmpd coring while switch going for a reboot. Even manual stop of snmpd service is leading to a core.
921,0,High,no system description with argument is throwing unknown command error
922,ECMP,Medium,About 1.2% of the traffic is loss with ECMP because some subinterfaces are not going up
923,vlan,High,"Test cases: test_switchd_container_ct_changing_vlan_config.py, test_switchd_container_ct_vlan_access.py, test_switchd_container_ct_vlan_trunk.py fails in CIT"
924,Loopback,Medium,Incorrect error message when configuring loopback interface with different IP Address from same subnet.
925,AAA,High,AAA configuration are not reflected on running config properly.
927,Sub-interfaces,Medium,L3 (Subinetrface) :: Parent interface shows as admin  down in CLI when it is not
928,0,High,Merge the ops-broadview into dill branch
929,0,High,Performance issues for logs api
931,sflow,Medium,agent IP malformed
932,0,Medium,swagger is broken for logs after-cursor filter
933,0,High,Large log file causes major delays with REST calls
935,0,Medium,Sh running interface command output not in sorted order
938,SNMP,High,SNMP query doesnot work from remote host
939,vlan,High,Untagged traffic should be allowed when port configured as a trunk port
941,0,Medium,MSTP: Sorted show for VLANs and interfaces
943,0,Medium,Inconsistencies feature name across different supportability modules.
944,basic l3,Medium,test_layer3_ft_verify_sub_intf_l2vlan fails intermitten
945,Log Rotation,Medium,"No config validation for ""logrotate target"" command. Although CLI shows graceful pass but the changes not reflected in show running-config."
946,Log Rotation,High,"Log rotate functionality is not working as intended, seems to be broken."
947,vlan,Medium,"Incorrect VLAN information displayed in ""show interface brief"""
948,Mirroring,Critical,Container intermittent crash configuring mirror
951,0,Medium,Reboot or reload command is not available in OPS build
952,switchd,Critical,OPS-SWITCHD corefile generated while switch was in idle state.
953,0,Medium,"Dill: The help string for interface sub-command under no, shows ""Error: Help strings does not match for the identical tokens"""
954,0,Medium,DHCP distributes all leases after some seconds when it is only 1 Vlan configurated
956,MSTP,Medium,MSTP : Priority and System ID needs to be extracted from Root MAC and display properly
957,0,Medium,ovs-vsctl commands to support l2 mac CT
962,0,Medium,Observed that domain name learned via DHCP server not removed after IP address manually added in the mgmt interface
966,switchd,Medium,test_switchd_container_ct_intervlan.py fails in CIT
967,link aggregation,High,LAG Bond Status new functionality
969,mirror,High,Port mirror activation causes switchd crash
970,0,Medium,DHCP/TFTP Supportability: Theres no information related to dhcp/tftp in show tech command
971,SNMP,Medium,RFC 1213 MIB SNMP statistics not working
972,Supportability,Medium,Inconsistency vlog messages for daemon
973,Sub-interfaces,High,Subinterfaces (L3) :: Validation of Ipv4 address is errorneous
975,MSTP,Medium,MSTP ft library and parser missing
977,basic l3,Medium,"The help string for ipv6 sub-command under no, shows ""Error: Help strings does not match for the identical tokens"""
979,MSTP,Medium,"MSTP: mst instance data not correctly encoded in BPDU, results in malformed packet"
981,0,Medium,memory leak in QoS profile command
982,0,Medium,ASIC Table full error with more than 8k routes
983,Mirroring,High,1 byte buffer overrun in container-plugin mirror_set
984,CoPP,High,Memory leak in COPP container plugin
985,0,Medium,show tech does not include 'show interface queues'
988,LACP,Medium,Port pecking order needs to work to reflect forwarding states in port and interface table
989,MSTP,Medium,"MSTP: ""no instance"" command need to add VLANS to CIST, Priority value consistent in show commands"
990,0,Medium,"Validation missing in the ""show interface"" command."
991,DHCP Client,Medium,DHCP6 client service is failing to start post the fresh installation.
992,ARP,Medium,ops-arpmgd is crashing on ovsdb-server restart
993,Autoprovisioning,High,ZTP :  Minimally viable product with 2000 VLANs and 2000 VLAN Interfaces results in missing interfaces when large configuration is applied
994,ARP,Medium,Observed that ARP-Manager daemon restarted due to out of memory while system was handling around 7000 ARP with traffic for 30 hrs
995,MSTP,Medium,Disable/ enable Spanning-tree Crash and Dynamic Reconfigure malfunctioning
999,VLANs,Medium,Add test case to verify L3 stats during intervlan routing
1001,switchd,Medium,Memory leak in plugins infrastructure
1002,boot,Medium,Memory leak in ops-hw-config YAML file processing
1003,0,Medium,systemd-journald: Failed to create new system journal: No space left on device
1004,Mirroring,High,Mirroring: missed destroy of cloned smaps
1005,Mirroring,Medium,Mirroring: complete removal of RSPAN/VLAN mirroring code from PI layer
1008,basic l3,Medium,"Commit Supportability changes for L3 features (Basic, Loopback, SubIntf, LAG, ECMP, OSPF, Zebra) to rel/dill"
1009,0,Medium,test_lldp_ft_statistics.py fails randomly in CIT
1013,VLANs,Medium,Default vlan 1 assigned to interface VLAN in a specific removal case
1014,0,Medium,Test script migration to modular framework
1016,basic l3,Medium,L3 Routing: ops-zebra crashes due to NULL pointer dereference
1017,MSTP,Medium,MSTP: show running-config order need to change
1019,rest,Medium,REST Notifications for System table does not notify of updates
1021,CoPP,Medium,"show copp statistics missing for STP, IPv4 options and IPv6 options packets in vtysh"
1023,dhcp server,Medium,DHCP-TFTP: Do not crash if there is nothing to kill anymore
1026,MSTP,Medium,MSTP: Per interface mac address support for multi instance
1027,MSTP,Medium,MSTP: on MSTI convergence is not happening as region is different.
1028,Sub-interfaces,Medium,L3 (Subinterface) ::: Subinterface  status shows null in show interface <physical interface> subinterface brief command
1030,MSTP,Medium,MSTP: port-priority and cost command for CIST missing
1031,0,Medium,DHCP server user guide should mention which options are supported
1033,webui,Medium,Web UI Interface Screen Cleanup
1034,0,Medium,Modularize zebra component and move zebra specific CLIs and test cases to ops-quagga/zebra repository
1035,0,Critical,Dynamically generated route entries are gone from Route table when there are multiple DC operations
1036,0,Medium,dhcp server show command alignment issue with multiple option values
1037,sflow,High,sFlow - When minimum sampling rate is set and traffic is send at 30% of line rate the feature service stop sending sampled packets
1038,MAC Tables,High,Array out of bound access in mac learn
1040,lldp,Medium,AS6712 LLDP Test failure  - split interface specific issue
1042,0,Medium,sFlow CLI sampling min-max limitation
1043,0,Medium,sFlow - if_Status in CNTR packets is not changing
1045,webui,Medium,Web UI Issues with MS IE/Edge
1046,webui,Medium,Move Web UI code coverage from build file to check/gate jobs
1048,0,Medium,Static Route : Command 'show ip route' does not show active routes configured in the system
1049,vlan,High,ops-vland coredump when applying config via REST
1051,0,High,"L3(Subinterface) :Reconfigure a few subinterfaces ,delete them and configure a new tag , router in the stick topology does not work in that case ."
1052,0,Medium,ops.tests.layer3.test_layer3_ft_intervlan_routing.Test_vlan_ping.test_ping_vlan Failing intermitten
1054,0,Critical,Netlink messages needs a retry mechanism to ensure messages getting processed
1055,0,Medium,Traceroute6: timeout value '1' throws an error in traceroute6
1057, basic l3,High,Routing not allowed to enable on split parent interface
1058,0,Medium,Switch slowness and high CPU utilization when arp manager handling around 10K ARP
1059,MSTP,Medium,MSTP: Show commands data updated.
1060,0,Medium,Skipping the test script test_ct_autoprovisionutils.py
1061,rest,High,REST POST of full-configuration accepts config from different platform
1062,0,High,Deleting an existing ACL entry causes the shell to crash and upon ctrl^c no more ACE entries could be added
1063,0,High,ACL entry with explicit deny all rule fails to filter packets if applied to more than one physical interface
1064,0,High,Application of an ACL without ACE entries to an interface results in vtysh hang
1065,rest,Critical,Recent REST change breaks full-configuration POST (declarative config)
1066,0,Medium,CLI: bridge_normal configuration shouldn't be modifiable
1067,0,Medium,Fixing Python FT scripts failing due to relative path module import
1068,BGP,High,BGP multiple unique  networks fail to be assign as best
1070,0,High,Toggling a deny ACE in an ACL results in permit after bringing down and up the deny rule
1071,BGP,High,BGP networks are not being transmitted
1074,0,High,copy sftp allows a user to copy a file to any path in the rootfs
1075,0,Medium,lldp show tech formatting issues - LLDP vtysh show commands using \n instead of VTY_NEWLINE
1076,0,High,Configuration is lost when copy run start is issued.
1077,physical interfaces,High,Interface daemon crashed after add/remove/add VLAN interface scenario in the BGP network
1082,0,Medium,Limit remote and ref-id to 15 and name to 39 char in show ntp associations
1083,0,Medium,Update NTP user guide for NTPv6 support
1085,0,High,ovsdb-idl.c:379: assertion !idl->txn failed in ovsdb_idl_run() Aborted (core dumped)
1086,0,Medium,SNMP CLI ISSUES
1087,0,Medium,"LLDP show lldp neighbor-info:  ""Neighbor Chassis-ID"" isn't matching ""Hardware: Ethernet, MAC Address"" of neighbor - VSI"
1088,0,High,[lldpcli] process is listed as defunct in ps -aux
1089,0,High,"MSTP : Crash observed while assigning VLANS to MST's from IST, resulting in wrong VLAN to instance mapping and invalid/corrupted spanning-tree digest creation"
1096,0,Medium,Code corrections to pass Fortify Static Analysis
1097,webui,Medium,"Auto-refresh on the Interface Page takes it to top, impacting end user experience."
1098,0,Medium,Quick Start Guide (http://www.openswitch.net/documents/dev/quick-start-physical) has a number of issues
1099,0,High,Merge notifications feature to rel/dill
1101,0,Medium,show tech has missing interface commands
1103,"l3, supportability",Medium,Diag-dump support for portd.
1104,MSTP,Medium,"MSTP: Unable to do ""routing"" on interface which is part of Spanning tree  entry"
1105,Loopback,Medium,portd test script failure in zuul due to supportability change
1106,0,High,LLDP - Error while Invoking lldpd_ovsdb_nbrs_change_all
1107,0,High,POST of large configuration via /rest/v1/system/full-configuration causes ops-stpd to crash
1108,0,High,VTYSH: AttributeError: 'unicode' object has no attribute '__getattr__' when attempting to
1109,Sub-interfaces,High,Skipping the test_layer3_ft_sub_intf_l3test.py test because of repeated failures
1112,OVSDB P&S,High,[OVSDB P&S] Memory leak on ovsdb_idl_txn_write_partial_map() and ovsdb_idl_txn_delete_partial_map()
1112,OVSDB P&S,High,[OVSDB P&S] Memory leak on ovsdb_idl_txn_write_partial_map() and ovsdb_idl_txn_delete_partial_map()
1113,rest,Medium,[REST] Dynamic Categories is not validating when follows column is not present
1114,0,Medium,NTP: No validation error for NTP Server configuration through hostname.
1115,0,High,Conversion of an ACL applied Layer 3 port to Layer 2 port causes the applied ACL to get deleted from the port and also unable to add any more ACEs or apply existing ACL to any other ports
1116,Configuration Persistence,Critical,Configuration Persistence: copy running-config to startup incorrectly persists dynamic VLANs to configuration
1119,CLI infra,High,Enabling  '-Wall -Werror' flag for ops-cli repo
1121,0,Medium,Need to include summary ARP count on “show arp” output CLI
1122,0,Medium,Device is not learning more than 8K ARP
1123,0,Medium,System daemon restarted while system is handling around 7000 ARP
1125,0,Medium,ARP manager/feature documentation update is needed and also proxyARP CLI config enhancement required from the SW
1126,ARP,Medium,"""ICMPv6: ndisc: ndisc_alloc_skb failed to allocate an skb, err=-11"" error dislayed on console constantly with lost connectivity"
1127,0,Medium,Pinging to a broadcast address throws an error
1128,L3-subinterfac,Medium,L3(Subinterface) :: Removing non-existing encapsulation tag removes the existing tag from subinterface
1129,interface,Critical,"Segmentation fault (core dumped) when running ""show interface brief"""
1130,0,Medium,vlans appear when saving config
1131,0,Medium,check for malloc failures when creating qos profiles & maps
1132,0,High,Static analysis issues - fixed (Fortify Cleanup)
1133,0,Medium,Basic L3: adding restart-ability to ops-zebra
1134,rest,Medium,"[REST] Column Retrieval tests are disabled on dill release, need to be fixed and enable again."
1136,Sub-interfaces,Medium,Traffic switching to L2 VLANs from subinterface.
1137,0,High,Comment ACEs act like permit ACEs
1138,0,Medium,CLI allows MTU to be configured beyond what the asic and kernel driver is able to handle- allows for 16360 driver handles 9216
1139,0,Medium,Web UI: Need to sort logs on the client  from new to old as server returns them from old to new
1140,0,Medium,Reported memory leak in acl_log.c from seq_wait calls
1143,0,High,test_portd_ct_functionality - tc6 - Missing IPv6 addresses after 'no shutdown'
1144,port daemon,High,test_portd_ct_functionality-portd_functionality_tc3- Missing Internal VLAN range of interface 4 in DB
1145,0,Medium,MSTP: Root mac not getting updated on root switch
1146,0,High,Event logging and diagnostics support for DHCP-TFTP server
1147,0,Medium,Custom validator for DHCP server mandatory commands
1148,rest,Medium,[REST] Sort by other types different to string broken
1151,0,Medium,Lldp test case fails because don't consider to use split interface
1152,0,Medium,layer 3 test case fails because don't consider to use split interfaces
1153,0,Medium,Add knet info in diags
1154,0,Medium,Mirroring: fix mirror cli token string mismatch
1155,0,High,WebInspect Reports Cookie Security: Cookie Not Sent Over SSL on 1 or more pages
1158,0,Medium,DHCP Server: dhcp_lease.db file is not clean after a switch reboot
1159,0,Medium,BGP tests are failing intermittently in Tier 1
1160,acl,High,ACL entries do not persist across reboot
1161,lldp,High,test_lldp_ft_enable_disable.py fails intermittently in CIT Tier 1
1164,0,Medium,"Unable to configure the same host IPaddress Trap receiver for different versions V1,V2 and V3"
1165,0,Medium,"vlan trunk allowed configuration - vlan-mode is showing ""trunk""."
1166,0,Medium,qos - code cleanup in YAML processing
1167,0,High,Classifier daemon misses OVSDB notifications when large configuration is pasted on CLI
1168,BGP,High,BGP not routing using ipv6
1169,BGP,Critical,"zebra core dumps constantly being generated ""python|14001|LOG_CRIT|ops-zebra crashed due to Aborted"""
1170,BGP,Critical,"Zebra is not selecting all the routes in Route table when large number of routes ( in this case, 1000) are added to the Route table."
1172,BGP,Medium,Help string doesn't matches for the some CLI's.
1173,0,High,QoS information is not displayed in LAG interfaces statistics
1174,0,Medium,test_layer3_ft_fastpath_connected fails in hardware
1175,0,Medium,VLAN columns type change to UUID
1176,0,Critical,Fortify critical Defect : Buffer Overflow: Off-by-One
1177,0,High,"Fortify High Defect : Buffer overflow, Null derefecrence and Memory Leak"
1178, basic l3,High,ops-portd crash on split interface
1179,CLI infra,Medium,"Fix for broken help strings for ""ip.. "" CLI"
1180,0,High,[Moduler Framework test case]test_portd_ct_functionality - tc6 - Missing IPv6 addresses after 'no shutdown'
1181,0,Medium,random gate job failures for ops-arpmgrd
1182,0,Medium,Add the URIs for REST login and account APIs under proper version control
1183,0,High,LAG test cases are failing in CIT Tier 1
1184,Legacy test framework,High,Add logs for debugging CIT failures in legacy test frameworks
1185,test-framework,High,Need mechanism in test-framework to display docker daemon logs
1186,"rest, webui",Medium,Set SRCREV as AUTOREV for ops-restd/ops-webui repos for rel/dill branch
1187,basic l3,Medium,Change the VRF reference in Route and Neighbor table to strong
1191,0,Medium,Sort issue for VRF display command for Physical interfaces.
1193,CLI-infra,Medium,CLI-Infra changes for non IDL related command.
1194,0,Medium,ops-lldpd crash on split interface
1195,0,Medium,MACs are not learnt on LAG interfaces
1197,0,Medium,Documentation for mac learning
1198,dhcp server,Medium,DHCP server unable to set lease time of 1 minute
1200,0,High,Fix test_ft_lacp_statistics.py instability
1201,0,High,Not possible to remove a secondary IPv4
1202,0,High,Removing primary IPv4 before removing secondaries
1203,0,High,Fix test_ft_static_lag_l2_l3_change.py
1204,0,High,Fix test_lacp_ft_heartbeat_average_rate.py
1205,0,High,Fix test_ft_lacp_l3_ping.py instability
1206,0,High,Fix test_ft_static_lag_interface_l2_l3_change.py instability
1208,0,Medium,Missing feature for physical interfaces is missing in diagnostic dump
1209,0,High,"Help string for ""apply"" keyword is shown as ERROR"
1210,0,Medium,Change ports.yaml to enable split support on all interfaces
1211,0,High,Legacy Framework Host Ping method needs adjusted timeout
1212,platform,Medium,Diagnostics support for QoS
1213,MSTP,Medium,"When MSTP is configured across multiple regions, Master Port is being disaplyed as Designated Port."
1214,0,Medium,Flush MAC required for MSTP
1215,L3,Medium,interface vlan name shoud be starting with a non zero value
1216,0,Medium,Portd: Static analysis fixes (both critical & high)
1217,0,Medium,Help string doesn't matches for the spanning-tree CLI
1218,0,High,Mirroring: port mirroring not working in tx direction with new bcm cdp 3.1.0.12
1219,0,Critical,Double declaration of check_acl_configuration in ops-lacpd
1220,0,Medium,unknown unicast packets are pushed to CPU via default queue for unclassified packets instead of unknown unicast CPU queue.
1222,lldp,High,Startup configuration erased after reload switch when startup configuration has VLAN related configuration
1223,0,Medium,Add component test with new modular framework to ops-ntpd in rel/dill
1224,ntp_client,Medium,Auto restart for ntpd and restd
1225,sflow,Medium,Internal VLANs show up at the sFlow collector
1226,ops-pmd,High,Move test case initialization to avoid CIT error in ops-pmd
1227,0,High,Up and running interface VLAN not retained in the kernel level after reload switch
1228,MSTP,Medium,MSTP: Root port is shown as ASCII value when Multiple Instances are configured
1229,0,Medium,"LLDP - During OVSDB update failure, multiple retries without verifying the error state."
1230,0,Medium,VRF deletion with an ip configured interface attached is failing.
1231,,High,BUFMON: Push BST enable configuration to hardware only after plugin is attached.
1232,0,Medium,ops-vland [OPS-VLAND] coredump while comfiguring ~480 vlans and interface vlans with ip and ipv6 addresses
1233,0,High,MAC address learning list mismatch between ASIC and DB/CLI
1234,0,High,OPS: Show startup config takes around 40 seconds with a simple config and CPU goes to 100%
1235,0,Medium,Two different lldp daemon logging message on vlog where as lldpd is actually not detected as daemon by vlog config.
1237,0,High,Subinterface creation will fail if dot1q tag and interface are added in same transaction
1239,0,Medium,L3 fp stats test case fails due hardcode interfaces
1240,0,High,ops-supportability CT test case for ucast route is removed
1241,0,Medium,Test interfaces fail due hardcode interfaces
1242,MSTP,Medium,STP crash after configuring 4 MSTP instances and enabling MSTP
1246,0,Medium,ops-classifierd test_mirror.py has topology definition issue
1249,0,Medium,"Inconsistent heading and content for the command ""show interface brief"""
1250,0,Medium,SNMP Infra CT issues
1251,0,High,Interfaces mac_addr on different switches of the same test are equal
1252,0,Medium,"Documentation for supportability infra missing from userguide , CLI document and feature test plan, REST support for loopback and subinterface features"
1253,0,Medium,Fix Port priority For MSTI configured
1254,L2-Vlan,Medium,show vlan interface <internal_vlan_id> is not showing the interfaces linked to it.
1255,0,High,LAG FT Cases -  Case are not using port labels
1256,0,Medium,Use safe string and print APIs in ACL code
1257,0,Medium,Add ACL CT and FT tests to CIT
1258,0,Medium,Increase the max ports value
1259,0,Medium,Basic L3: ops-zebra doesn't batch route updates to OVSDB
1260,0,Medium,i2c access issue for as7712 & adding diags partition size
1261,dhcp-server,Medium,Cleanup not happening properly for dhcp-server FT script
1263,0,Medium,Feature test mac learning
1264,0,Medium,Test case test_switchd_opennsl_ct_shutdown_intf fails to run in hardware
1266,rest,Critical,Python taking up over 50% of CPU cycles on idle switch
1267,0,Medium,Need to re use the ecmp objects based on the nexthops configured while creating or updating an ecmp route
1268,0,Medium,Change bootup FT script to use host machines for ping test
1269,0,Medium,Add logout functionality to Web UI
1270,0,Critical,Interface VLAN created for non-existent VLAN
1271,0,Medium,LLDP related setting should not be allowed on split parent when interface on split condition
1272,vlan,Medium,'vlan trunk native 1' is showing as part of show running-config command output when configuring 'vlan trunk native tag' in port.
1273,0,Medium,"CIT blocker: test_ct_autoprovisionutils.py is not running, this test is being skipped"
1275,0,High,Portd crash after create a lag
1276,0,High,clear access-list hitcounts does not clear the hit counts
1278,0,Medium,Add appropriate asserts since the test was passing even when pings fail
1280,0,Medium,Need ot update "show version" info
1281,0,Medium,"Mirroring: on dest iface removal, shutdown reported when when inactive/no dest"
1282,vlan,High,SW throwing errors for CLI VLAN configurations
1283,0,Critical,Switchd crash after execute diag-dump CLIs while device handling around 6K ARP
1284,0,Medium,skip test_lldp_ft_wait_hold script to fix gate job failures
1285,0,Medium,Toronto: show running-config interface or  show running-config interface <sub-interface id> does not display the configuration details for sub-interface.
1286,0,Medium,"Toronto: show tech for ztp, aaa and vlan."
1287,0,Critical,Siwtchd crash while create LAG and BGP network configuration
1288,0,High,ops.tests.aaa.test_aaa_ft_authentication fails intermittently.
